"Henry Brand	Bobby Starace	W	3	1"
"Henry Brand	Sam Salvador	L	3	2"
"Henry Brand	Sam Mercado	W	6	3"
"Henry Brand	Zack Prather	W	9	4"
"Henry Brand	Kiernan Wagner	T	10	5"
"Henry Brand	Matthew Wood	W	13	6"
"Henry Brand	Xander Pero	W	16	7"
"Henry Brand	BILLY CHAN	W	19	8"
"Henry Brand	David Hendrickson	W	22	9"
"Henry Brand	Andrew Hedrick	L	22	10"
"Henry Brand	Cyrus McCane	W	25	11"
"Henry Brand	Jesse Parker	W	28	12"
"Henry Brand	Chris Knudsvig	W	31	13"
"Henry Brand	Andrew Weiss	W	34	14"
"Henry Brand	bryan okrey	T	35	15"
"Henry Brand	bryan okrey	W	38	16"
"Henry Brand	Ben Cryer	W	41	17"
"Henry Brand	Caleb Gedemer	W	44	18"
"Caleb Gedemer	Jacob Smith	W	3	1"
"Caleb Gedemer	Kason Day	L	3	2"
"Caleb Gedemer	Dennis Mua	W	6	3"
"Caleb Gedemer	Adam Soper	T	7	4"
"Caleb Gedemer	Joshua De Michele	W	10	5"
"Caleb Gedemer	Mike Dillon	W	13	6"
"Caleb Gedemer	Mathew Boat	W	16	7"
"Caleb Gedemer	Michael Battaglia	W	19	8"
"Caleb Gedemer	Eric Ridgeway	W	22	9"
"Caleb Gedemer	Steve Wang	W	25	10"
"Caleb Gedemer	Andrew Hedrick	W	28	11"
"Caleb Gedemer	Isaac Milaski	W	31	12"
"Caleb Gedemer	bryan okrey	T	32	13"
"Caleb Gedemer	Grant Manley	T	33	14"
"Caleb Gedemer	Connor Finton	W	36	15"
"Caleb Gedemer	Michael Long	W	39	16"
"Caleb Gedemer	Azul Garcia Griego	W	42	17"
"Caleb Gedemer	Henry Brand	L	42	18"
"Ben Cryer	Cameran Lehrer	W	3	1"
"Ben Cryer	Estreberto Marin	W	6	2"
"Ben Cryer	Braiden Elfert	W	9	3"
"Ben Cryer	brian myers	W	12	4"
"Ben Cryer	Connor Cockerham	T	13	5"
"Ben Cryer	Eric Ridgeway	W	16	6"
"Ben Cryer	Jared Woitalla	W	19	7"
"Ben Cryer	Steve Wang	L	19	8"
"Ben Cryer	Christian LaBella	W	22	9"
"Ben Cryer	Ryan Antonucci	L	22	10"
"Ben Cryer	Rahul Reddy	W	25	11"
"Ben Cryer	Riley McKay	W	28	12"
"Ben Cryer	Gian Carlo Diaz	W	31	13"
"Ben Cryer	Isaac Milaski	T	32	14"
"Ben Cryer	Daniel Altavilla	W	35	15"
"Ben Cryer	Jared Woitalla	W	38	16"
"Ben Cryer	Henry Brand	L	38	17"
"Azul Garcia Griego	Chandler Crain	L	0	1"
"Azul Garcia Griego	Dallas White	W	3	2"
"Azul Garcia Griego	Esther Hernández	W	6	3"
"Azul Garcia Griego	Devin Ardissono	W	9	4"
"Azul Garcia Griego	Fayez Syed	W	12	5"
"Azul Garcia Griego	Mark Marullo	W	15	6"
"Azul Garcia Griego	Sam Salvador	W	18	7"
"Azul Garcia Griego	Grant Manley	L	18	8"
"Azul Garcia Griego	Jadon Clark	W	21	9"
"Azul Garcia Griego	Raymond Long	W	24	10"
"Azul Garcia Griego	Richard Haeder	W	27	11"
"Azul Garcia Griego	Wesley Hollenberg	W	30	12"
"Azul Garcia Griego	Jared Woitalla	W	33	13"
"Azul Garcia Griego	bryan okrey	T	34	14"
"Azul Garcia Griego	Grant Manley	T	35	15"
"Azul Garcia Griego	Grant Manley	W	38	16"
"Azul Garcia Griego	Caleb Gedemer	L	38	17"
"bryan okrey	Nathaniel Tate	W	3	1"
"bryan okrey	Callie Moore	W	6	2"
"bryan okrey	Thomas Veazie	W	9	3"
"bryan okrey	Grant Shen	W	12	4"
"bryan okrey	Jadon Clark	W	15	5"
"bryan okrey	Nadher Tabash	W	18	6"
"bryan okrey	Christian Fontenot	W	21	7"
"bryan okrey	Mitch Moritz	W	24	8"
"bryan okrey	Andrew Weiss	W	27	9"
"bryan okrey	Isaac Milaski	L	27	10"
"bryan okrey	Andrew Weiss	W	30	11"
"bryan okrey	Grant Manley	W	33	12"
"bryan okrey	Caleb Gedemer	T	34	13"
"bryan okrey	Azul Garcia Griego	T	35	14"
"bryan okrey	Henry Brand	T	36	15"
"bryan okrey	Henry Brand	L	36	16"
"Grant Manley	Adam Nolte	W	3	1"
"Grant Manley	Sam Corder	W	6	2"
"Grant Manley	Aaron Santos	W	9	3"
"Grant Manley	Eli Hyde	W	12	4"
"Grant Manley	Charlie Kerr	W	15	5"
"Grant Manley	Christian Fontenot	L	15	6"
"Grant Manley	Aneil Saini	W	18	7"
"Grant Manley	Azul Garcia Griego	W	21	8"
"Grant Manley	Richard Haeder	W	24	9"
"Grant Manley	Connor Finton	W	27	10"
"Grant Manley	Isaac Milaski	W	30	11"
"Grant Manley	bryan okrey	L	30	12"
"Grant Manley	John Maas	W	33	13"
"Grant Manley	Caleb Gedemer	T	34	14"
"Grant Manley	Azul Garcia Griego	T	35	15"
"Grant Manley	Azul Garcia Griego	L	35	16"
"Jared Woitalla	Ethan Stech	W	3	1"
"Jared Woitalla	Trevor Stier	T	4	2"
"Jared Woitalla	Brenden Novak	W	7	3"
"Jared Woitalla	Regan Retzloff	W	10	4"
"Jared Woitalla	Keelan Day	W	13	5"
"Jared Woitalla	Braden Swenson	W	16	6"
"Jared Woitalla	Ben Cryer	L	16	7"
"Jared Woitalla	Justin West	W	19	8"
"Jared Woitalla	Lucas Benson	W	22	9"
"Jared Woitalla	Josh Clark	W	25	10"
"Jared Woitalla	Dan Hugar	W	28	11"
"Jared Woitalla	Christian Fontenot	W	31	12"
"Jared Woitalla	Azul Garcia Griego	L	31	13"
"Jared Woitalla	Aneil Saini	W	34	14"
"Jared Woitalla	Michael Long	T	35	15"
"Jared Woitalla	Ben Cryer	L	35	16"
"Michael Long	Trevor Tran	W	3	1"
"Michael Long	Tom Savady	W	6	2"
"Michael Long	Jeremy Nelson	W	9	3"
"Michael Long	Jackson Avila	W	12	4"
"Michael Long	Jack Malboeuf	W	15	5"
"Michael Long	Connor Finton	L	15	6"
"Michael Long	Bradley Erickson	W	18	7"
"Michael Long	John Maas	T	19	8"
"Michael Long	Christian Moreno	W	22	9"
"Michael Long	John Maas	L	22	10"
"Michael Long	Nathan Brower	W	25	11"
"Michael Long	Andrew Hedrick	W	28	12"
"Michael Long	derrick schwarz	W	31	13"
"Michael Long	Jeffrey Weiss	W	34	14"
"Michael Long	Jared Woitalla	T	35	15"
"Michael Long	Caleb Gedemer	L	35	16"
"Andrew Weiss	Davin Erickson	W	3	1"
"Andrew Weiss	Riley McKay	W	6	2"
"Andrew Weiss	Bradley Erickson	W	9	3"
"Andrew Weiss	PAUL GIZA	W	12	4"
"Andrew Weiss	Tim Sheridan	W	15	5"
"Andrew Weiss	Aneil Saini	W	18	6"
"Andrew Weiss	Christian LaBella	W	21	7"
"Andrew Weiss	Connor Finton	W	24	8"
"Andrew Weiss	bryan okrey	L	24	9"
"Andrew Weiss	Wesley Hollenberg	W	27	10"
"Andrew Weiss	bryan okrey	L	27	11"
"Andrew Weiss	Connor Finton	W	30	12"
"Andrew Weiss	Daniel Altavilla	T	31	13"
"Andrew Weiss	Henry Brand	L	31	14"
"Andrew Weiss	Ludwig Llanos	W	34	15"
"Muhammad Ideis	Mason Braunel	W	3	1"
"Muhammad Ideis	Kayla Lui	L	3	2"
"Muhammad Ideis	Dennis Peroff	L	3	3"
"Muhammad Ideis	Kevin Garcia	W	6	4"
"Muhammad Ideis	Owen Hegg	W	9	5"
"Muhammad Ideis	Alex krekeler	W	12	6"
"Muhammad Ideis	Ramon Miranda	W	15	7"
"Muhammad Ideis	Felipe Luna	W	18	8"
"Muhammad Ideis	Mason Lovato	T	19	9"
"Muhammad Ideis	Jeffrey Weiss	L	19	10"
"Muhammad Ideis	Marvin Fuentes	W	22	11"
"Muhammad Ideis	Zack Umstead	W	25	12"
"Muhammad Ideis	Christian Moreno	W	28	13"
"Muhammad Ideis	Jordan Nelle	W	31	14"
"Muhammad Ideis	Riley McKay	W	34	15"
"Aneil Saini	Ian Viets	W	3	1"
"Aneil Saini	Richard Vanmanisone	W	6	2"
"Aneil Saini	Nick Foltz	W	9	3"
"Aneil Saini	Cody Byrd	W	12	4"
"Aneil Saini	Ryan Drife	W	15	5"
"Aneil Saini	Andrew Weiss	L	15	6"
"Aneil Saini	Grant Manley	L	15	7"
"Aneil Saini	Nate Kirksey	W	18	8"
"Aneil Saini	Andy Jiang	T	19	9"
"Aneil Saini	Rodney Whiteside	W	22	10"
"Aneil Saini	Dan Irish	W	25	11"
"Aneil Saini	Dan Hugar	W	28	12"
"Aneil Saini	Raymond Long	W	31	13"
"Aneil Saini	Jared Woitalla	L	31	14"
"Aneil Saini	Yehoshua Tate	W	34	15"
"Loc Nguyen	ryan troullier	W	3	1"
"Loc Nguyen	Sam Kelly	T	4	2"
"Loc Nguyen	Brian Kim	L	4	3"
"Loc Nguyen	Ian Buck	W	7	4"
"Loc Nguyen	Julio Santos De Leon	L	7	5"
"Loc Nguyen	Austin Swayne	W	10	6"
"Loc Nguyen	Solomon Poretsky	W	13	7"
"Loc Nguyen	Peter Tanner	W	16	8"
"Loc Nguyen	Jake Ewart	W	19	9"
"Loc Nguyen	Ruben Alejandro Canul Mendoza	L	19	10"
"Loc Nguyen	Mason Lovato	W	22	11"
"Loc Nguyen	Peyton Bauermeister	W	25	12"
"Loc Nguyen	Braiden Elfert	W	28	13"
"Loc Nguyen	David Hendrickson	W	31	14"
"Loc Nguyen	Andrew Hedrick	W	34	15"
"Isaac Milaski	Hector Ceja	W	3	1"
"Isaac Milaski	Abe Morales	W	6	2"
"Isaac Milaski	Kyle Lesniewicz	W	9	3"
"Isaac Milaski	Kason Day	T	10	4"
"Isaac Milaski	Shashi Naraine	W	13	5"
"Isaac Milaski	Cory Koehler	W	16	6"
"Isaac Milaski	Andrew Estrada	W	19	7"
"Isaac Milaski	Josh Clark	W	22	8"
"Isaac Milaski	Steve Wang	W	25	9"
"Isaac Milaski	bryan okrey	W	28	10"
"Isaac Milaski	Grant Manley	L	28	11"
"Isaac Milaski	Caleb Gedemer	L	28	12"
"Isaac Milaski	Jack Moore	W	31	13"
"Isaac Milaski	Ben Cryer	T	32	14"
"Isaac Milaski	Daniel Zhou	T	33	15"
"Wesley Hollenberg	Joseph Sumner	W	3	1"
"Wesley Hollenberg	Manuel Jorach	W	6	2"
"Wesley Hollenberg	Mitch Moritz	L	6	3"
"Wesley Hollenberg	Devon Tilson	W	9	4"
"Wesley Hollenberg	Anthony Kelly	W	12	5"
"Wesley Hollenberg	Juan Mora	W	15	6"
"Wesley Hollenberg	William Diodati	W	18	7"
"Wesley Hollenberg	Ben Dobberstein	W	21	8"
"Wesley Hollenberg	Christian Fontenot	W	24	9"
"Wesley Hollenberg	Andrew Weiss	L	24	10"
"Wesley Hollenberg	Ryan Antonucci	W	27	11"
"Wesley Hollenberg	Azul Garcia Griego	L	27	12"
"Wesley Hollenberg	Kyle Madison	W	30	13"
"Wesley Hollenberg	Daniel Altavilla	L	30	14"
"Wesley Hollenberg	Gian Carlo Diaz	W	33	15"
"Connor Finton	Hamza Khan	W	3	1"
"Connor Finton	Josh Schill	W	6	2"
"Connor Finton	Marvin Fuentes	W	9	3"
"Connor Finton	Mustafa Tobah	W	12	4"
"Connor Finton	Dan Hugar	W	15	5"
"Connor Finton	Michael Long	W	18	6"
"Connor Finton	Rodney Whiteside	W	21	7"
"Connor Finton	Andrew Weiss	L	21	8"
"Connor Finton	Eddie North	W	24	9"
"Connor Finton	Grant Manley	L	24	10"
"Connor Finton	Eddie North	W	27	11"
"Connor Finton	Andrew Weiss	L	27	12"
"Connor Finton	Savannah Cruz	W	30	13"
"Connor Finton	Christian Fontenot	W	33	14"
"Connor Finton	Caleb Gedemer	L	33	15"
"Daniel Zhou	Daniel Velez	W	3	1"
"Daniel Zhou	Trevor Lehmann	W	6	2"
"Daniel Zhou	Sawyer Melban	W	9	3"
"Daniel Zhou	Eddie North	L	9	4"
"Daniel Zhou	Isaias Rodriguez	W	12	5"
"Daniel Zhou	Max Quint	W	15	6"
"Daniel Zhou	Nikita Matyukov	T	16	7"
"Daniel Zhou	Aaron Santos	T	17	8"
"Daniel Zhou	Alex Bunker	W	20	9"
"Daniel Zhou	Tony Vuong	W	23	10"
"Daniel Zhou	Mike Fouchet	W	26	11"
"Daniel Zhou	John Maas	L	26	12"
"Daniel Zhou	Ben Dobberstein	W	29	13"
"Daniel Zhou	Wyatt York	W	32	14"
"Daniel Zhou	Isaac Milaski	T	33	15"
"Christian Fontenot	Thomas Deemter	W	3	1"
"Christian Fontenot	Max Moderski	W	6	2"
"Christian Fontenot	Karl Kujak	W	9	3"
"Christian Fontenot	Michael Tran	W	12	4"
"Christian Fontenot	Babylyne Sanchez	W	15	5"
"Christian Fontenot	Grant Manley	W	18	6"
"Christian Fontenot	bryan okrey	L	18	7"
"Christian Fontenot	Mason Lovato	W	21	8"
"Christian Fontenot	Wesley Hollenberg	L	21	9"
"Christian Fontenot	Charlie Kerr	W	24	10"
"Christian Fontenot	Ezekiel Hederer	W	27	11"
"Christian Fontenot	Jared Woitalla	L	27	12"
"Christian Fontenot	Jermell Parrish	W	30	13"
"Christian Fontenot	Connor Finton	L	30	14"
"Christian Fontenot	Cory Koehler	W	33	15"
"Michael Pramawat	Riley Malik	W	3	1"
"Michael Pramawat	Tony Hoang	W	6	2"
"Michael Pramawat	Emmet Hurley	T	7	3"
"Michael Pramawat	Dylan Meyer	W	10	4"
"Michael Pramawat	Will McEowen	W	13	5"
"Michael Pramawat	Richard Haeder	T	14	6"
"Michael Pramawat	Adrian Gonzalez	T	15	7"
"Michael Pramawat	Trevor Passmore	W	18	8"
"Michael Pramawat	Yehoshua Tate	T	19	9"
"Michael Pramawat	Mark Marullo	T	20	10"
"Michael Pramawat	Andy Jiang	W	23	11"
"Michael Pramawat	Steve Wang	W	26	12"
"Michael Pramawat	Andrew Estrada	W	29	13"
"Michael Pramawat	John Maas	T	30	14"
"Michael Pramawat	Brandon Woodward	W	33	15"
"Daniel Altavilla	Greg Day	W	3	1"
"Daniel Altavilla	Steven Bates	W	6	2"
"Daniel Altavilla	Jesse Parker	W	9	3"
"Daniel Altavilla	Alec G	T	10	4"
"Daniel Altavilla	Kolton Day	W	13	5"
"Daniel Altavilla	Thomas Djerf	W	16	6"
"Daniel Altavilla	Peyton Bauermeister	W	19	7"
"Daniel Altavilla	Charlie Kerr	L	19	8"
"Daniel Altavilla	Jason Truchan	W	22	9"
"Daniel Altavilla	Peyton Bauermeister	W	25	10"
"Daniel Altavilla	John Maas	T	26	11"
"Daniel Altavilla	Brian Kim	W	29	12"
"Daniel Altavilla	Andrew Weiss	T	30	13"
"Daniel Altavilla	Wesley Hollenberg	W	33	14"
"Daniel Altavilla	Ben Cryer	L	33	15"
"Jeffrey Weiss	Jesse Birdwell	W	3	1"
"Jeffrey Weiss	Savannah Cruz	T	4	2"
"Jeffrey Weiss	Cody Krona	W	7	3"
"Jeffrey Weiss	Justin West	W	10	4"
"Jeffrey Weiss	David Hendrickson	L	10	5"
"Jeffrey Weiss	Jeffrey Cernohous	W	13	6"
"Jeffrey Weiss	Drew Cate	L	13	7"
"Jeffrey Weiss	Braden Swenson	W	16	8"
"Jeffrey Weiss	jeremy schlaugat	W	19	9"
"Jeffrey Weiss	Muhammad Ideis	W	22	10"
"Jeffrey Weiss	Josh Clark	W	25	11"
"Jeffrey Weiss	Ryan Antonucci	W	28	12"
"Jeffrey Weiss	Grant Mathey	W	31	13"
"Jeffrey Weiss	Michael Long	L	31	14"
"Jeffrey Weiss	Jack Moore	T	32	15"
"Wyatt York	Kevin Garcia	W	3	1"
"Wyatt York	Chad Allie	T	4	2"
"Wyatt York	Samantha HoangLong	W	7	3"
"Wyatt York	alexis Roldan-Santiago	W	10	4"
"Wyatt York	Adrian Gonzalez	T	11	5"
"Wyatt York	Tony Vuong	L	11	6"
"Wyatt York	Chase Lundeen	W	14	7"
"Wyatt York	Steven Champagne	W	17	8"
"Wyatt York	Josh Stapler	W	20	9"
"Wyatt York	Corey Herbert	W	23	10"
"Wyatt York	Jermell Parrish	L	23	11"
"Wyatt York	Luke Johnson	W	26	12"
"Wyatt York	Brian Kim	W	29	13"
"Wyatt York	Daniel Zhou	L	29	14"
"Wyatt York	Steve Wang	W	32	15"
"Corey Herbert	Kyle Bies	W	3	1"
"Corey Herbert	Adam Soper	L	3	2"
"Corey Herbert	Jason Pruitt	W	6	3"
"Corey Herbert	Braden Baker	T	7	4"
"Corey Herbert	Blake Bostwick	W	10	5"
"Corey Herbert	Kiernan Wagner	W	13	6"
"Corey Herbert	Shashi Naraine	W	16	7"
"Corey Herbert	Jose Marzan	W	19	8"
"Corey Herbert	Jon Eng	T	20	9"
"Corey Herbert	Wyatt York	L	20	10"
"Corey Herbert	Nikita Matyukov	W	23	11"
"Corey Herbert	Xander Pero	W	26	12"
"Corey Herbert	Steve Menkel	L	26	13"
"Corey Herbert	Ezekiel Hederer	W	29	14"
"Corey Herbert	Ruben Alejandro Canul Mendoza	W	32	15"
"Jack Moore	HECTOR IBARRA	W	3	1"
"Jack Moore	Jack Malboeuf	L	3	2"
"Jack Moore	Kian Peterson	W	6	3"
"Jack Moore	Andrew George	T	7	4"
"Jack Moore	Chad Allie	W	10	5"
"Jack Moore	Chris Knudsvig	L	10	6"
"Jack Moore	Jalen Jones	W	13	7"
"Jack Moore	Tom Savady	W	16	8"
"Jack Moore	Phil Hollenberg	W	19	9"
"Jack Moore	Mathew Boat	W	22	10"
"Jack Moore	Sackett Brehmer	W	25	11"
"Jack Moore	BILLY CHAN	W	28	12"
"Jack Moore	Isaac Milaski	L	28	13"
"Jack Moore	Dan Hugar	W	31	14"
"Jack Moore	Jeffrey Weiss	T	32	15"
"Ben Dobberstein	Mason Day	W	3	1"
"Ben Dobberstein	Alex Weber	W	6	2"
"Ben Dobberstein	Eli Hyde	L	6	3"
"Ben Dobberstein	Zachary Walski	W	9	4"
"Ben Dobberstein	Cole Rosario	W	12	5"
"Ben Dobberstein	Evan Smith	W	15	6"
"Ben Dobberstein	Logan Pfannebecker	W	18	7"
"Ben Dobberstein	Wesley Hollenberg	L	18	8"
"Ben Dobberstein	Justin Stites	T	19	9"
"Ben Dobberstein	Logan Pfannebecker	W	22	10"
"Ben Dobberstein	Steve Wang	T	23	11"
"Ben Dobberstein	Brandon Campbell	W	26	12"
"Ben Dobberstein	Daniel Zhou	L	26	13"
"Ben Dobberstein	Abe Morales	W	29	14"
"Ben Dobberstein	Mike Fouchet	W	32	15"
"Drew Cate	Arkenspire NV	L	0	1"
"Drew Cate	Joshua Lind	W	3	2"
"Drew Cate	Greg Kerien	W	6	3"
"Drew Cate	Joshua Wheeler	T	7	4"
"Drew Cate	alex moy	W	10	5"
"Drew Cate	Bryan Pritzl	W	13	6"
"Drew Cate	Jeffrey Weiss	W	16	7"
"Drew Cate	Andrew Hedrick	L	16	8"
"Drew Cate	Nicholas Moffitt	W	19	9"
"Drew Cate	Max Vang	T	20	10"
"Drew Cate	Bryan Funk	W	23	11"
"Drew Cate	Andrew Estrada	L	23	12"
"Drew Cate	Justin Stites	W	26	13"
"Drew Cate	Kyle Madison	W	29	14"
"Drew Cate	Dan Irish	W	32	15"
"John Maas	Nathan Guffey	W	3	1"
"John Maas	Jeremy Pettit	W	6	2"
"John Maas	Jac Carter	W	9	3"
"John Maas	Cole Rosario	W	12	4"
"John Maas	Bryan Funk	W	15	5"
"John Maas	Rodney Whiteside	L	15	6"
"John Maas	Tom Filbey	W	18	7"
"John Maas	Michael Long	T	19	8"
"John Maas	Max Vang	W	22	9"
"John Maas	Michael Long	W	25	10"
"John Maas	Daniel Altavilla	T	26	11"
"John Maas	Daniel Zhou	W	29	12"
"John Maas	Grant Manley	L	29	13"
"John Maas	Michael Pramawat	T	30	14"
"John Maas	Charlie Kerr	T	31	15"
"Andrew Hedrick	alex moy	L	0	1"
"Andrew Hedrick	Aiden Chevere	W	3	2"
"Andrew Hedrick	Brooklyn Lindley	W	6	3"
"Andrew Hedrick	Cory Clark	W	9	4"
"Andrew Hedrick	Stephen McGaffney	T	10	5"
"Andrew Hedrick	Kayla Lui	W	13	6"
"Andrew Hedrick	Kason Day	W	16	7"
"Andrew Hedrick	Drew Cate	W	19	8"
"Andrew Hedrick	Zander Bennett	W	22	9"
"Andrew Hedrick	Henry Brand	W	25	10"
"Andrew Hedrick	Caleb Gedemer	L	25	11"
"Andrew Hedrick	Michael Long	L	25	12"
"Andrew Hedrick	Jesse Parker	W	28	13"
"Andrew Hedrick	derrick schwarz	W	31	14"
"Andrew Hedrick	Loc Nguyen	L	31	15"
"Yehoshua Tate	Kyle Haverland	W	3	1"
"Yehoshua Tate	Madeline Baker	W	6	2"
"Yehoshua Tate	Matthew Brower	T	7	3"
"Yehoshua Tate	Stjepan Peharda	T	8	4"
"Yehoshua Tate	Michael Schmidt	W	11	5"
"Yehoshua Tate	William Heffernan	T	12	6"
"Yehoshua Tate	Maddox Corcoran	W	15	7"
"Yehoshua Tate	John Wanggaard	W	18	8"
"Yehoshua Tate	Michael Pramawat	T	19	9"
"Yehoshua Tate	Mason Lovato	W	22	10"
"Yehoshua Tate	Jordan Nelle	L	22	11"
"Yehoshua Tate	Rahul Reddy	W	25	12"
"Yehoshua Tate	Nadher Tabash	W	28	13"
"Yehoshua Tate	Joe Turrentine	W	31	14"
"Yehoshua Tate	Aneil Saini	L	31	15"
"Dan Hugar	Steve Menkel	W	3	1"
"Dan Hugar	Madison McIntosh	W	6	2"
"Dan Hugar	Jeff Heimann	W	9	3"
"Dan Hugar	Cameron Pauli	W	12	4"
"Dan Hugar	Connor Finton	L	12	5"
"Dan Hugar	Anthony Bruno	W	15	6"
"Dan Hugar	Matt Glad	W	18	7"
"Dan Hugar	Jordan Nelle	W	21	8"
"Dan Hugar	Charlie Kerr	W	24	9"
"Dan Hugar	Ezekiel Hederer	T	25	10"
"Dan Hugar	Jared Woitalla	L	25	11"
"Dan Hugar	Aneil Saini	L	25	12"
"Dan Hugar	Alec G	W	28	13"
"Dan Hugar	Jack Moore	L	28	14"
"Dan Hugar	Braiden Elfert	W	31	15"
"Christian Moreno	Gage Linton	W	3	1"
"Christian Moreno	Julio Santos De Leon	W	6	2"
"Christian Moreno	Mustafa Tobah	L	6	3"
"Christian Moreno	Robert Carter	W	9	4"
"Christian Moreno	Maxwell Johnson	W	12	5"
"Christian Moreno	Zachary Mason	W	15	6"
"Christian Moreno	Aaron Santos	T	16	7"
"Christian Moreno	Nathan Brower	W	19	8"
"Christian Moreno	Michael Long	L	19	9"
"Christian Moreno	Collin Merli-Matthews	W	22	10"
"Christian Moreno	Joe Turrentine	L	22	11"
"Christian Moreno	Isaiah Cheville	W	25	12"
"Christian Moreno	Muhammad Ideis	L	25	13"
"Christian Moreno	Gabriel Smart	W	28	14"
"Christian Moreno	Corey Weidner	W	31	15"
"Jermell Parrish	Shukri Ideis	W	3	1"
"Jermell Parrish	Zander Bennett	W	6	2"
"Jermell Parrish	Diamonti Noble	W	9	3"
"Jermell Parrish	BILLY CHAN	L	9	4"
"Jermell Parrish	Frank Diaz	W	12	5"
"Jermell Parrish	Babylyne Sanchez	W	15	6"
"Jermell Parrish	Thomas Djerf	W	18	7"
"Jermell Parrish	Jason Truchan	T	19	8"
"Jermell Parrish	Alec G	W	22	9"
"Jermell Parrish	Mike Fouchet	T	23	10"
"Jermell Parrish	Wyatt York	W	26	11"
"Jermell Parrish	Savannah Cruz	T	27	12"
"Jermell Parrish	Christian Fontenot	L	27	13"
"Jermell Parrish	Raymond Long	W	30	14"
"Jermell Parrish	Steve Menkel	T	31	15"
"Ryan Antonucci	Dominik Avalos	W	3	1"
"Ryan Antonucci	Mustafa Tobah	L	3	2"
"Ryan Antonucci	Taisei Kodama	W	6	3"
"Ryan Antonucci	Timothy Bailey	W	9	4"
"Ryan Antonucci	PAUL GIZA	W	12	5"
"Ryan Antonucci	Maddox Corcoran	W	15	6"
"Ryan Antonucci	Andy Jiang	W	18	7"
"Ryan Antonucci	Christian LaBella	T	19	8"
"Ryan Antonucci	Mitch Moritz	W	22	9"
"Ryan Antonucci	Ben Cryer	W	25	10"
"Ryan Antonucci	Wesley Hollenberg	L	25	11"
"Ryan Antonucci	Jeffrey Weiss	L	25	12"
"Ryan Antonucci	Yangrong Zhao	W	28	13"
"Ryan Antonucci	Riley McKay	L	28	14"
"Ryan Antonucci	Raymond Liu	W	31	15"
"Jordan Nelle	James Peck	W	3	1"
"Jordan Nelle	Nate Orr	L	3	2"
"Jordan Nelle	Elijah Baranyk-Smith	W	6	3"
"Jordan Nelle	Kaiden Brunke	W	9	4"
"Jordan Nelle	Chris Knudsvig	W	12	5"
"Jordan Nelle	Sawyer Melban	W	15	6"
"Jordan Nelle	Edwin Chinos	W	18	7"
"Jordan Nelle	Dan Hugar	L	18	8"
"Jordan Nelle	Steve Menkel	T	19	9"
"Jordan Nelle	brian myers	W	22	10"
"Jordan Nelle	Yehoshua Tate	W	25	11"
"Jordan Nelle	Gian Carlo Diaz	L	25	12"
"Jordan Nelle	James Funk	W	28	13"
"Jordan Nelle	Muhammad Ideis	L	28	14"
"Jordan Nelle	Rahul Reddy	W	31	15"
"Steve Menkel	Dan Hugar	L	0	1"
"Steve Menkel	Cody Langston	W	3	2"
"Steve Menkel	Matt Paz	W	6	3"
"Steve Menkel	Esteban Tinajero	W	9	4"
"Steve Menkel	Dennis Peroff	W	12	5"
"Steve Menkel	Grant Mathey	L	12	6"
"Steve Menkel	Richard Vanmanisone	W	15	7"
"Steve Menkel	Keelan Day	W	18	8"
"Steve Menkel	Jordan Nelle	T	19	9"
"Steve Menkel	Marvin Fuentes	W	22	10"
"Steve Menkel	Trevor Liu	T	23	11"
"Steve Menkel	Joshua Frei	W	26	12"
"Steve Menkel	Corey Herbert	W	29	13"
"Steve Menkel	Brandon Woodward	T	30	14"
"Steve Menkel	Jermell Parrish	T	31	15"
"Riley McKay	Stephen Sagartz	W	3	1"
"Riley McKay	Andrew Weiss	L	3	2"
"Riley McKay	Jeremy Wang	W	6	3"
"Riley McKay	Tom Lutcavish	W	9	4"
"Riley McKay	Joseph Sumner	T	10	5"
"Riley McKay	Brian Thompson	W	13	6"
"Riley McKay	Edwin Arrollo	W	16	7"
"Riley McKay	derrick schwarz	L	16	8"
"Riley McKay	Ezra Hoon	W	19	9"
"Riley McKay	James Funk	W	22	10"
"Riley McKay	Luke Johnson	W	25	11"
"Riley McKay	Ben Cryer	L	25	12"
"Riley McKay	Cyrus McCane	W	28	13"
"Riley McKay	Ryan Antonucci	W	31	14"
"Riley McKay	Muhammad Ideis	L	31	15"
"Mason Lovato	Alexander Bonilla	W	3	1"
"Mason Lovato	Evan Juhl	W	6	2"
"Mason Lovato	Andrew Roosey	L	6	3"
"Mason Lovato	Ian Juhl	W	9	4"
"Mason Lovato	Ramiro Galindo	W	12	5"
"Mason Lovato	Mustafa Tobah	W	15	6"
"Mason Lovato	Nate Kirksey	W	18	7"
"Mason Lovato	Christian Fontenot	L	18	8"
"Mason Lovato	Muhammad Ideis	T	19	9"
"Mason Lovato	Yehoshua Tate	L	19	10"
"Mason Lovato	Loc Nguyen	L	19	11"
"Mason Lovato	Gregory Fortier	W	22	12"
"Mason Lovato	Bradley Erickson	W	25	13"
"Mason Lovato	Cyrus McCane	W	28	14"
"Mason Lovato	David Hendrickson	W	31	15"
"Charlie Kerr	Jeremiah Neumann	W	3	1"
"Charlie Kerr	Maddox Corcoran	W	6	2"
"Charlie Kerr	Chris Larson	W	9	3"
"Charlie Kerr	Andrew Roosey	W	12	4"
"Charlie Kerr	Grant Manley	L	12	5"
